super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v3,val_loss_v3
21,"v1,v3",42,42,1,42,42,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08292445098049939,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
22,"v3,v1",44,44,1,44,44,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09327243594452739,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
23,"v3,v1",46,46,1,46,46,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08445122791454196,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
24,"v3,v1",48,48,1,48,48,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08352017286233604,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
25,"v1,v3",50,50,1,50,50,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08545989985577762,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
26,"v1,v3",52,52,1,52,52,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09040750889107585,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
27,"v1,v3",54,54,1,54,54,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08884827885776758,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
28,"v3,v1",56,56,1,56,56,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08319988311268389,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
29,"v1,v3",58,58,1,58,58,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08555724192410707,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
30,"v1,v3",60,60,1,60,60,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08358627883717418,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
31,"v3,v1",62,62,1,62,62,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08323315111920238,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
32,"v1,v3",64,64,1,64,64,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09173848107457161,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
33,"v3,v1",66,66,1,66,66,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0914116408675909,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
34,"v3,v1",68,68,1,68,68,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.09055830398574471,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
35,"v3,v1",70,70,1,70,70,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0905331689864397,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
36,"v3,v1",72,72,1,72,72,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08288949285633862,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
37,"v3,v1",74,74,1,74,74,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08462826814502478,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
38,"v1,v3",76,76,1,76,76,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08629930601455271,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
39,"v1,v3",78,78,1,78,78,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08740050601772964,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
40,"v3,v1",80,80,1,80,80,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.08399958699010313,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
41,"v1,v3",82,82,1,82,82,1.3862946033477783,0.6931471824645996,0.6931471824645996,0.0829405530821532,1.3862946033477783,0.6931471824645996,1.3862946033477783,0.6931471824645996
