super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,batches_per_variant,train_graph_forwards_cumulative,validation_graph_forwards_cumulative,mean_train_loss,mean_val_loss,best_mean_val_loss,cycle_seconds,train_loss_v1,val_loss_v1,train_loss_v2,val_loss_v2,train_loss_v3,val_loss_v3,train_loss_v4,val_loss_v4
13,"v4,v3,v1,v2",52,156,3,156,52,0.03602594564047952,0.5942403003573418,0.3766469359397888,0.2528311610221863,0.01611992282172044,0.7541138529777527,0.08025946002453566,0.49944886565208435,0.017943506439526875,0.5488988161087036,0.029780893276135128,0.5744996666908264
14,"v1,v4,v2,v3",56,168,3,168,56,0.040667759642625846,0.5437570214271545,0.3766469359397888,0.24698593793436885,0.06095663085579872,0.5759707689285278,0.044411897038420044,0.5535167455673218,0.03196181977788607,0.4659786820411682,0.02534069089839856,0.5795618891716003
15,"v3,v4,v1,v2",60,180,3,180,60,0.027534183037156858,0.4885256141424179,0.3766469359397888,0.24508385709486902,0.018443933067222435,0.6126114726066589,0.02989337593317032,0.418415904045105,0.01926302785674731,0.4200516939163208,0.042536395291487374,0.5030233860015869
16,"v4,v1,v3,v2",64,192,3,192,64,0.017561089945957065,0.4444105252623558,0.3766469359397888,0.2465129739139229,0.012903308185438314,0.5076907873153687,0.015559781032303968,0.43250253796577454,0.019266521247724693,0.4203537702560425,0.022514749318361282,0.41709500551223755
17,"v4,v3,v1,v2",68,204,3,204,68,0.015676099807024002,0.41493885964155197,0.3766469359397888,0.24694297485984862,0.011282093512515226,0.4934942424297333,0.01333489827811718,0.3796009421348572,0.013086966859797636,0.36099350452423096,0.025000440577665966,0.4256667494773865
18,"v4,v1,v3,v2",72,216,3,216,72,0.007437208745007714,0.3486239016056061,0.3486239016056061,0.2881357439327985,0.005921206592271726,0.36161473393440247,0.00785163634767135,0.37105271220207214,0.006734379877646764,0.3173588812351227,0.009241612162441015,0.344469279050827
19,"v4,v3,v1,v2",76,228,3,228,76,0.00835044588893652,0.5259087830781937,0.3486239016056061,0.2459911140613258,0.0067306705750525,0.5778963565826416,0.00986002447704474,0.512211799621582,0.007878681955238184,0.45164036750793457,0.008932406548410654,0.5618866086006165
20,"v2,v1,v4,v3",80,240,3,240,80,0.007848112979748597,0.4364756941795349,0.3486239016056061,0.2465087550226599,0.007023759574318926,0.49539637565612793,0.005966426649441321,0.4185853898525238,0.012659084207067886,0.3939642608165741,0.005743181488166253,0.4379567503929138
21,"v3,v4,v2,v1",84,252,3,252,84,0.007990448211785406,0.3506779372692108,0.3486239016056061,0.24581275088712573,0.0055383612246563034,0.4065302312374115,0.005356212146580219,0.3373164236545563,0.012346792966127396,0.3288346827030182,0.008720426509777704,0.3300304114818573
22,"v2,v4,v3,v1",88,264,3,264,88,0.004580706493773809,0.31745387613773346,0.31745387613773346,0.284140061121434,0.0033107569130758443,0.37971287965774536,0.005640472440669934,0.291367769241333,0.005497233321269353,0.30792510509490967,0.0038743633000801006,0.2908097505569458
23,"v1,v3,v2,v4",92,276,3,276,92,0.0066531778817685945,0.4659612700343132,0.31745387613773346,0.2484530450310558,0.006955110700801015,0.5662615299224854,0.006480328505858779,0.4092589318752289,0.005946207248295347,0.45193150639533997,0.007231065072119236,0.4363931119441986
24,"v2,v1,v3,v4",96,288,3,288,96,0.006118596259814997,0.41618407517671585,0.31745387613773346,0.25320916692726314,0.008556507217387358,0.5338621735572815,0.002823586498076717,0.3420570492744446,0.007301731190333764,0.4193020164966583,0.005792560133462151,0.369515061378479
25,"v3,v4,v2,v1",100,300,3,300,100,0.004244443776163583,0.30193692445755005,0.30193692445755005,0.29062588093802333,0.0038524954191719494,0.39272958040237427,0.0034421430124590793,0.25029513239860535,0.004558516511072715,0.28270426392555237,0.005124620161950588,0.2820187211036682
26,"v2,v3,v1,v4",104,312,3,312,104,0.004831373342312873,0.2764839455485344,0.2764839455485344,0.29458700004033744,0.006732485412309567,0.3361476957798004,0.0056111271648357315,0.2507142722606659,0.0036838974338024855,0.2671976685523987,0.0032979833583037057,0.2518761456012726
27,"v4,v2,v1,v3",108,324,3,324,108,0.008256859650524955,0.36245381087064743,0.2764839455485344,0.2553772418759763,0.011968323960900307,0.4652809798717499,0.010860043112188578,0.3033677339553833,0.0036349152214825153,0.32506418228149414,0.006564156307528417,0.3561023473739624
28,"v3,v1,v2,v4",112,336,3,336,112,0.01032057546156769,0.36620578169822693,0.2764839455485344,0.2469126358628273,0.007061795486758153,0.44187110662460327,0.019964799905816715,0.32618558406829834,0.006445655055964987,0.3536157011985779,0.0078100513977309065,0.3431507349014282
29,"v2,v4,v1,v3",116,348,3,348,116,0.01185130151376749,0.2706744074821472,0.2706744074821472,0.28307689586654305,0.0072642342032243805,0.29128941893577576,0.014481188418964544,0.27511531114578247,0.012781692668795586,0.31577497720718384,0.012878090764085451,0.2005179226398468
30,"v2,v1,v3,v4",120,360,3,360,120,0.014522496067608397,0.43548479676246643,0.2706744074821472,0.24420584691688418,0.020874344122906525,0.4129675328731537,0.010190959088504314,0.48633062839508057,0.008184044777105251,0.44895264506340027,0.018840636281917494,0.3936883807182312
31,"v4,v1,v3,v2",124,372,3,372,124,0.01463942303477476,0.587846115231514,0.2706744074821472,0.2494900489691645,0.006314556424816449,0.5599340796470642,0.013771008079250654,0.6473571062088013,0.0190168220239381,0.5806087851524353,0.019455305611093838,0.5634844899177551
32,"v3,v4,v2,v1",128,384,3,384,128,0.017613830083670713,0.6675110459327698,0.2706744074821472,0.2539636630099267,0.03283983965714773,0.654123842716217,0.016425132751464844,0.7131834626197815,0.010567975851396719,0.6748127341270447,0.010622372074673573,0.6279241442680359
33,"v2,v4,v3,v1",132,396,3,396,132,0.01949029105405013,0.6272935271263123,0.2706744074821472,0.2523697200231254,0.022412216290831566,0.5992631912231445,0.014111689602335295,0.6922224164009094,0.015400335503121218,0.6224232912063599,0.026036922819912434,0.5952652096748352
34,"v2,v1,v3,v4",136,408,3,408,136,0.014822936345202226,0.4330044686794281,0.2706744074821472,0.2533573538530618,0.012919207413991293,0.4326022267341614,0.015934717531005543,0.4811077117919922,0.008289096100876728,0.43494850397109985,0.02214872433493535,0.383359432220459
35,"v4,v1,v2,v3",140,420,3,420,140,0.01180028379894793,0.6378404945135117,0.2706744074821472,0.2547873239964247,0.008546623246123394,0.6782950162887573,0.02270127274096012,0.6421050429344177,0.005598161990443866,0.6405509114265442,0.010355077218264341,0.5904110074043274
36,"v3,v2,v4,v1",144,432,3,432,144,0.011906670600486297,0.5485954880714417,0.2706744074821472,0.2601098029408604,0.014417219907045364,0.5709130167961121,0.009359434091796478,0.5731313824653625,0.0074366141731540365,0.5409560203552246,0.016413414229949314,0.5093815326690674
37,"v2,v1,v3,v4",148,444,3,444,148,0.008554728798723469,0.4886053055524826,0.2706744074821472,0.2467142150271684,0.009163595425585905,0.5024498105049133,0.009891228129466375,0.5283887982368469,0.009010972455143929,0.4849178194999695,0.006153119184697668,0.4386647939682007
38,"v2,v1,v3,v4",152,456,3,456,152,0.02213537627054999,0.6166839003562927,0.2706744074821472,0.24386223615147173,0.017198259631792705,0.7119840979576111,0.006269288094093402,0.5767791271209717,0.014919334091246128,0.587700366973877,0.050154623265067734,0.5902720093727112
39,"v3,v2,v4,v1",156,468,3,468,156,0.047854488560309015,0.4776971712708473,0.2706744074821472,0.24690232705324888,0.023232341123123963,0.5656751990318298,0.05472599466641744,0.4118107855319977,0.09699783225854237,0.5308850407600403,0.016461786193152268,0.4024176597595215
40,"v1,v3,v2,v4",160,480,3,480,160,0.01633151682714621,0.4481031000614166,0.2706744074821472,0.24417257402092218,0.013709730779131254,0.46258988976478577,0.022375031063954037,0.45463594794273376,0.018381646213432152,0.4933300018310547,0.010859659252067408,0.3818565607070923
41,"v2,v3,v4,v1",164,492,3,492,164,0.011348048380265633,0.295566588640213,0.2706744074821472,0.24332442716695368,0.008380154923846325,0.31915125250816345,0.011526175929854313,0.2930964529514313,0.008052102290093899,0.30617037415504456,0.017433760377267998,0.26384827494621277
42,"v2,v3,v4,v1",168,504,3,504,168,0.01654182000008101,0.46217163652181625,0.2706744074821472,0.2436269479803741,0.00446261209435761,0.4660061001777649,0.025045525282621384,0.4844360947608948,0.025888392701745033,0.4171963334083557,0.010770749921600023,0.48104801774024963
43,"v2,v4,v3,v1",172,516,3,516,172,0.009866300873303164,0.4374639689922333,0.2706744074821472,0.2434169859625399,0.009861154481768608,0.4129664897918701,0.006472051454087098,0.48755642771720886,0.0050022796882937355,0.43391308188438416,0.018129717869063217,0.41541987657546997
44,"v1,v2,v3,v4",176,528,3,528,176,0.007951007457450032,0.675961896777153,0.2706744074821472,0.24300268292427063,0.00897024633983771,0.7157778739929199,0.005602417668948571,0.6550394892692566,0.007304020381222169,0.7910931706428528,0.00992734543979168,0.5419370532035828
