super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges,batches_all_inverse_edges,train_loss_all_inverse_edges,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges
14,"all_inverse_edges,no_changes,universal_edges",42,42,3,0.6931471824645996,1,14,0.0005421554669737816,0.0006121437181718647,9.163073533214629,1,0.6931471824645996,0.00029158612596802413,0.00029169843764975667,0.0,0.00016479894528675015,0.0003295978905735003,0.5011374358576655,0.49926222677503745,0.49040540540540545,0.3498843744534289,1,0.6931471824645996,0.0006048906361684203,0.0006049449439160526,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.5023588868639084,0.49902446489673336,0.48731377719182595,0.35023359963327005,1,0.6931471824645996,0.0007297279080376029,0.0007298230193555355,0.0003295978905735003,0.0003295978905735003,0.000988793671720501,0.4996962529243734,0.4996279510087328,0.49516150296638106,0.34954111666277854
15,"universal_edges,all_inverse_edges,no_changes",45,45,3,0.6931471824645996,1,15,0.00032661356575166184,0.0006121437181718647,9.145055464934558,1,0.6931471824645996,0.00026324205100536346,0.0002632952528074384,0.0,0.00016479894528675015,0.00016479894528675015,0.5004330011503613,0.4986385047484594,0.4822940013183916,0.3490351082387237,1,0.6931471824645996,0.00042855346691794693,0.00042863955604843795,0.0,0.0003295978905735003,0.0003295978905735003,0.5009306293380899,0.4988815517460079,0.4854548450889914,0.3494668453129339,1,0.6931471824645996,0.0002878619125112891,0.00028790588839910924,0.0,0.0,0.0003295978905735003,0.501757855416392,0.4991996157964159,0.48959129861568884,0.35011165384383414
16,"universal_edges,no_changes,all_inverse_edges",48,48,3,0.6931471824645996,1,16,0.00024600538502757746,0.0006121437181718647,9.173802585108206,1,0.6931471824645996,0.00012235638860147446,0.00012251464067958295,0.0,0.0,0.0,0.49887548954980804,0.4986519557404502,0.48246868820039557,0.3483424595370222,1,0.6931471824645996,0.0002652835100889206,0.00026534521020948887,0.0,0.0,0.0003295978905735003,0.4990629079581734,0.49868414201332095,0.48288727752142385,0.3484545687635969,1,0.6931471824645996,0.00034966261591762304,0.0003501563041936606,0.0,0.00016479894528675015,0.0003295978905735003,0.5007561363371981,0.4988995498530263,0.4856888595912986,0.34940332401232244
17,"no_changes,universal_edges,all_inverse_edges",51,51,3,0.6931471824645996,1,17,0.0002335882648670425,0.0006121437181718647,9.203520776936784,1,0.6931471824645996,0.0001566831488162279,0.00015675293980166316,0.0,0.0,0.0,0.49991598485142247,0.4982705095014125,0.4775082399472643,0.3484883909900916,1,0.6931471824645996,0.00025910986005328596,0.0002591524098534137,0.0,0.0,0.0,0.5028888285703207,0.4981385593283598,0.47579433091628215,0.3497129672964755,1,0.6931471824645996,0.00028480414766818285,0.00028485944494605064,0.0,0.0,0.0004943968358602505,0.5005881060400429,0.49822233320228476,0.4768820039551747,0.34875026013553445
18,"no_changes,universal_edges,all_inverse_edges",54,54,3,0.6931471824645996,1,18,0.00040680388337932527,0.0006121437181718647,9.16226777387783,1,0.6931471824645996,0.00017744158685673028,0.00017754448344931006,0.0,0.0,0.0003295978905735003,0.49780268072951,0.4987961578807269,0.48434410019775875,0.34797841509157923,1,0.6931471824645996,0.000560968357603997,0.0005610819207504392,0.0003295978905735003,0.0003295978905735003,0.0003295978905735003,0.49956699884963873,0.4989398613410805,0.4862129202373105,0.3488996529456624,1,0.6931471824645996,0.0004816562286578119,0.0004817852459382266,0.00016479894528675015,0.0003295978905735003,0.0004943968358602505,0.5010340325978776,0.49850061103431914,0.48050098879367176,0.3491887268537784
19,"no_changes,universal_edges,all_inverse_edges",57,57,3,0.6931471824645996,1,19,0.0005800165333009014,0.0006121437181718647,9.1585771671962,1,0.6931471824645996,0.00034140178468078375,0.00034147631959058344,0.0,0.00016479894528675015,0.00016479894528675015,0.498242144583608,0.5006637745566848,0.50863216875412,0.34975021728916356,1,0.6931471824645996,0.0007584934937767684,0.000758723181206733,0.0003295978905735003,0.0006591957811470006,0.0008239947264337508,0.5003554487055204,0.5005355174476228,0.506964403427818,0.35060782764649023,1,0.6931471824645996,0.0006396575481630862,0.0006398500991053879,0.00016479894528675015,0.0003295978905735003,0.0011535926170072512,0.501098659635245,0.5000058291354972,0.5000758075148319,0.35049818829580476
20,"universal_edges,all_inverse_edges,no_changes",60,60,3,0.6931471824645996,1,20,0.0005734747974202037,0.0006121437181718647,9.245272375876084,1,0.6931471824645996,0.0005732034333050251,0.0005733210709877312,0.00016479894528675015,0.0003295978905735003,0.0008239947264337508,0.5005557925213593,0.5012263954636337,0.5159492419248517,0.351281424500177,1,0.6931471824645996,0.0006461548036895692,0.0006464193575084209,0.0,0.0004943968358602505,0.0011535926170072512,0.5017837062313389,0.5017712877037737,0.5230355965721819,0.352302135999496,1,0.6931471824645996,0.0005003261612728238,0.0005006839637644589,0.0,0.0003295978905735003,0.0006591957811470006,0.5029599183114247,0.5016932401514889,0.5220204350692155,0.35277442604763737
21,"universal_edges,no_changes,all_inverse_edges",63,63,3,0.6931471824645996,1,21,0.0006368166844670972,0.0006368166844670972,9.37161858100444,1,0.6931471824645996,0.0005944516742601991,0.0005945933517068624,0.0,0.0003295978905735003,0.000988793671720501,0.5018160197500227,0.5038340983296293,0.5498615688859592,0.3540455185274632,1,0.6931471824645996,0.0005894607165828347,0.0005902272532694042,0.0,0.00016479894528675015,0.0004943968358602505,0.5001421794822082,0.5038679707414389,0.5502999340804219,0.35329810010884477,1,0.6931471824645996,0.0007250644266605377,0.0007256294484250247,0.0,0.0003295978905735003,0.0008239947264337508,0.5009887936717206,0.5039010820204811,0.5507317073170732,0.3537181875439922
22,"no_changes,all_inverse_edges,universal_edges",66,66,3,0.6931471824645996,1,22,0.0006384944814878205,0.0006384944814878205,9.2343797350768,1,0.6931471824645996,0.0005252722185105085,0.0005253676208667457,0.0,0.0,0.000988793671720501,0.5004006876316776,0.5034433652974696,0.5447791694133157,0.3530650646189043,1,0.6931471824645996,0.0006876986008137465,0.0006883467431180179,0.0,0.0004943968358602505,0.0013183915622940012,0.49874623547507335,0.5032171844557254,0.5418358602504945,0.35211108954836945,1,0.6931471824645996,0.0007014277507551014,0.000701769080478698,0.00016479894528675015,0.00016479894528675015,0.0008239947264337508,0.5022619463078574,0.503007065267054,0.5391067897165458,0.35355998243629005
23,"all_inverse_edges,no_changes,universal_edges",69,69,3,0.6931471824645996,1,23,0.00043650194129440933,0.0006384944814878205,9.128540932899341,1,0.6931471824645996,0.00018431628996040672,0.0001844044163590297,0.0,0.0,0.0,0.49859759328912845,0.5001809576704581,0.5023533289386948,0.3495072777401487,1,0.6931471824645996,0.0005519921542145312,0.0005522420979104936,0.0,0.00016479894528675015,0.0013183915622940012,0.5012602272286634,0.5005461630323146,0.5071028345418589,0.35102916177474647,1,0.6931471824645996,0.0005725997616536915,0.0005728593096137047,0.00016479894528675015,0.0003295978905735003,0.0006591957811470006,0.4998190442953714,0.5008994608460947,0.5116974291364536,0.35066945686443607
24,"universal_edges,all_inverse_edges,no_changes",72,72,3,0.6931471824645996,1,24,0.0004622283934925993,0.0006384944814878205,9.124058205867186,1,0.6931471824645996,0.0002522194117773324,0.0002522671711631119,0.0,0.00016479894528675015,0.00016479894528675015,0.5006850465960939,0.4991948153979114,0.4895286750164799,0.34962230478480977,1,0.6931471824645996,0.000500024005305022,0.0005000898381695151,0.00016479894528675015,0.0003295978905735003,0.0004943968358602505,0.499024131735753,0.49899308540967485,0.48690507580751485,0.34869882361106963,1,0.6931471824645996,0.0006341947009786963,0.0006343281711451709,0.00016479894528675015,0.0003295978905735003,0.0011535926170072512,0.5002843589644164,0.4993902227820455,0.49206987475280156,0.3496066825322169
25,"no_changes,universal_edges,all_inverse_edges",75,75,3,0.6931471824645996,1,25,0.0003996865707449615,0.0006384944814878205,9.143091914942488,1,0.6931471824645996,0.00016179063823074102,0.00016207233420573175,0.0,0.0,0.0,0.49942481936743055,0.4970838574545928,0.4620764667106131,0.34725454471885275,1,0.6931471824645996,0.000413641071645543,0.0004137333307880908,0.0,0.00016479894528675015,0.0006591957811470006,0.5011697493763491,0.4969534242055402,0.46038233355306524,0.34792410901131016,1,0.6931471824645996,0.0006089924718253314,0.0006232540472410619,0.0,0.0006591957811470006,0.0013183915622940012,0.49940543125622033,0.496511787507377,0.4546374423203692,0.34675585445503154
26,"all_inverse_edges,no_changes,universal_edges",78,78,3,0.6931471824645996,1,26,0.0005150333405860389,0.0006384944814878205,9.132723648799583,1,0.6931471824645996,0.00015821808483451605,0.00015828102186787874,0.0,0.0,0.0,0.4997673426654775,0.4974822764127471,0.46725774555042854,0.3477489606080347,1,0.6931471824645996,0.0006829060730524361,0.0006837091059423983,0.00016479894528675015,0.0004943968358602505,0.000988793671720501,0.5004071503354143,0.4985878156194811,0.4816348055372446,0.34898027094883366,1,0.6931471824645996,0.0007030587294138968,0.0007031098939478397,0.00016479894528675015,0.0003295978905735003,0.0013183915622940012,0.4987720862900203,0.4977910133059603,0.4712722478576137,0.3475644516779954
27,"all_inverse_edges,universal_edges,no_changes",81,81,3,0.6931471824645996,1,27,0.000398540908160309,0.0006384944814878205,9.144796754000708,1,0.6931471824645996,0.00021721419761888683,0.00021726632257923484,0.0,0.00016479894528675015,0.0003295978905735003,0.49979319348042445,0.4984768179960312,0.4801911667765326,0.34860859226306073,1,0.6931471824645996,0.0005687904777005315,0.0005688199889846146,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.49920508744038156,0.49849101870329426,0.48037574159525376,0.34835497001406085,1,0.6931471824645996,0.0004095062322448939,0.00040953641291707754,0.0,0.0,0.0013183915622940012,0.4983326224359223,0.498407133570096,0.4792847725774555,0.3478893025760601
28,"no_changes,universal_edges,all_inverse_edges",84,84,3,0.6931471824645996,1,28,0.0004899028523747498,0.0006384944814878205,9.130237366072834,1,0.6931471824645996,0.00019000271277036518,0.00019021272601094097,0.0,0.0,0.0003295978905735003,0.5005557925213593,0.49914007277570316,0.4888167435728411,0.3495172767304973,1,0.6931471824645996,0.0006203204393386841,0.0006203885423019528,0.00016479894528675015,0.0003295978905735003,0.000988793671720501,0.5003102097793632,0.4992670499083841,0.4904680290046144,0.34951389722078585,1,0.6931471824645996,0.0006588224205188453,0.0006591072888113558,0.00016479894528675015,0.0004943968358602505,0.0011535926170072512,0.5023007225302778,0.4992581532293763,0.49035266974291364,0.3504068905847892
29,"all_inverse_edges,no_changes,universal_edges",87,87,3,0.6931471824645996,1,29,0.0003701550206945588,0.0006384944814878205,9.301362107042223,1,0.6931471824645996,0.0002943684230558574,0.0002945065207313746,0.0,0.00016479894528675015,0.0003295978905735003,0.5020680651957553,0.5006771956526008,0.5088068556361239,0.351507921881139,1,0.6931471824645996,0.0003825609455816448,0.0003826339088845998,0.0,0.00016479894528675015,0.0004943968358602505,0.5005170162989389,0.5005666904199941,0.5073698088332235,0.35070780705806376,1,0.6931471824645996,0.0004329830699134618,0.00043332463246770203,0.0,0.00016479894528675015,0.000988793671720501,0.49957346155337545,0.500554527637283,0.5072116018457482,0.35026703262108655
30,"all_inverse_edges,no_changes,universal_edges",90,90,3,0.6931471824645996,1,30,0.0008893594883071879,0.0008893594883071879,9.316225511021912,1,0.6931471824645996,0.0009917386341840029,0.0009918810101225972,0.0004943968358602505,0.0004943968358602505,0.0013183915622940012,0.5019840500471777,0.5029092412294596,0.5378345418589321,0.35335001841632674,1,0.6931471824645996,0.0006404587766155601,0.0006415278767235577,0.0,0.0,0.0013183915622940012,0.5021197668256492,0.5037093791189511,0.5482399472643376,0.3540819430577121,1,0.6931471824645996,0.0010338305728510022,0.001034669578075409,0.00016479894528675015,0.0004943968358602505,0.0021423862887277522,0.5038711595383044,0.5036289991498549,0.5471951219512194,0.35482314494473377
31,"universal_edges,all_inverse_edges,no_changes",93,93,3,0.6931471824645996,1,31,0.0007583694920564691,0.0008893594883071879,9.117634542053565,1,0.6931471824645996,0.0007996413041837513,0.0007997361244633794,0.00016479894528675015,0.0008239947264337508,0.0016479894528675016,0.5002714335569429,0.5026931150971106,0.5350230718523401,0.35238006094726326,1,0.6931471824645996,0.0006382532301358879,0.0006383745349012315,0.00016479894528675015,0.0003295978905735003,0.0011535926170072512,0.5007173601147776,0.5032570402684373,0.5423566249176005,0.3530563363103455,1,0.6931471824645996,0.0008364357054233551,0.0008369978168047965,0.00016479894528675015,0.0004943968358602505,0.0016479894528675016,0.4997091783318469,0.5023978649144932,0.5311832564271588,0.3518744295336355
32,"all_inverse_edges,universal_edges,no_changes",96,96,3,0.6931471824645996,1,32,0.0006373481204112371,0.0008893594883071879,9.135602267924696,1,0.6931471824645996,0.000566088012419641,0.0005661563482135534,0.00016479894528675015,0.00016479894528675015,0.0006591957811470006,0.5016867656752879,0.5019661832373183,0.5255702043506922,0.3524217274609814,1,0.6931471824645996,0.000530731282196939,0.0005308815161697567,0.00016479894528675015,0.00016479894528675015,0.0004943968358602505,0.5047630126539739,0.50119275152175,0.5155108767303889,0.3531718833547925,1,0.6931471824645996,0.0008141974685713649,0.0008150064968504012,0.0003295978905735003,0.0003295978905735003,0.0013183915622940012,0.5011309731539286,0.5018698800383022,0.5243177323665129,0.3520859082872592
33,"all_inverse_edges,no_changes,universal_edges",99,99,3,0.6931471824645996,1,33,0.000409879838116467,0.0008893594883071879,9.103452292038128,1,0.6931471824645996,0.00018479302525520325,0.00018483417807146907,0.0,0.0,0.0,0.49964455129447954,0.4991540185268223,0.48899802241265655,0.34911637710922294,1,0.6931471824645996,0.0005101983551867306,0.0005102523136883974,0.00016479894528675015,0.0003295978905735003,0.0004943968358602505,0.5016996910827614,0.49807958090344084,0.47502636783124585,0.3491283276901063,1,0.6931471824645996,0.0005344974342733622,0.0005345530225895345,0.00016479894528675015,0.0004943968358602505,0.0004943968358602505,0.49943774477490405,0.4991955832598897,0.4895385629531971,0.349057834886273
34,"universal_edges,no_changes,all_inverse_edges",102,102,3,0.6931471824645996,1,34,0.00026116554605929804,0.0008893594883071879,9.122947753872722,1,0.6931471824645996,0.00016777827113401145,0.0001678168773651123,0.0,0.0,0.00016479894528675015,0.49913399769927747,0.49792938739122755,0.47307185234014504,0.34784533716171157,1,0.6931471824645996,0.0003736484213732183,0.0003737594815902412,0.0,0.0,0.0006591957811470006,0.4977832926182998,0.49751629348296567,0.46769940672379695,0.3468852425529317,1,0.6931471824645996,0.00024182380002457649,0.00024192027922254056,0.0,0.0,0.0,0.4978673077668774,0.497494750397654,0.4674192485168095,0.34690478630501026
35,"all_inverse_edges,no_changes,universal_edges",105,105,3,0.6931471824645996,1,35,0.0005424851939703027,0.0008893594883071879,9.1354374170769,1,0.6931471824645996,0.0002116005343850702,0.0002116984105668962,0.0,0.0,0.00016479894528675015,0.49799009913787534,0.4972636089480171,0.4644133157547792,0.3467634290112463,1,0.6931471824645996,0.0007007799576967955,0.0007008262327872217,0.00016479894528675015,0.0004943968358602505,0.0016479894528675016,0.4970917833184691,0.4967564814621171,0.45781806196440344,0.3459278242625658,1,0.6931471824645996,0.0007148530567064881,0.0007149309385567904,0.00016479894528675015,0.0004943968358602505,0.0018127883981542518,0.4971111714296793,0.49689384654087837,0.4596044825313118,0.3460534398502292
36,"no_changes,all_inverse_edges,universal_edges",108,108,3,0.6931471824645996,1,36,0.0004094680480193347,0.0008893594883071879,9.165004184935242,1,0.6931471824645996,0.0002207442739745602,0.0002208191726822406,0.0,0.00016479894528675015,0.0003295978905735003,0.49852004084428764,0.4987870388377014,0.48422544495715225,0.34829592879471427,1,0.6931471824645996,0.0005017754738219082,0.000501865113619715,0.0,0.0003295978905735003,0.000988793671720501,0.4986492949190223,0.4986430856544211,0.4823533289386948,0.3482325576788904,1,0.6931471824645996,0.0005056530935689807,0.0005057198577560484,0.0,0.00016479894528675015,0.0013183915622940012,0.4968138870577895,0.49829788500003785,0.4778642056690837,0.3471093216094101
37,"no_changes,all_inverse_edges,universal_edges",111,111,3,0.6931471824645996,1,37,0.0003041470821093147,0.0008893594883071879,9.117160236928612,1,0.6931471824645996,0.00022080514463596046,0.00022346441983245313,0.0,0.00016479894528675015,0.00016479894528675015,0.49979319348042445,0.4980048976941626,0.4740540540540541,0.34820669573493424,1,0.6931471824645996,0.00047795457066968083,0.00047809933312237263,0.00016479894528675015,0.0003295978905735003,0.0004943968358602505,0.4982356818798713,0.4983288207826695,0.47826631509558337,0.3477790808682683,1,0.6931471824645996,0.00021074838878121227,0.00021087749337311834,0.0,0.0,0.0,0.49914692310675096,0.4978057048981192,0.4714634146341463,0.3477458332356668
