super_epoch,variant_order,variant_epochs_cumulative,optimizer_steps_cumulative,updates_per_super_epoch,mean_train_loss,validation_check,validation_checks_cumulative,mean_val_filtered_MRR,best_mean_val_filtered_MRR,cycle_seconds,batches_no_changes,train_loss_no_changes,batches_all_inverse_edges,train_loss_all_inverse_edges,batches_universal_edges,train_loss_universal_edges,val_raw_MRR_no_changes,val_filtered_MRR_no_changes,val_Hits@1_no_changes,val_Hits@3_no_changes,val_Hits@10_no_changes,val_accuracy_no_changes,val_precision_no_changes,val_recall_no_changes,val_macro_f1_no_changes,val_raw_MRR_all_inverse_edges,val_filtered_MRR_all_inverse_edges,val_Hits@1_all_inverse_edges,val_Hits@3_all_inverse_edges,val_Hits@10_all_inverse_edges,val_accuracy_all_inverse_edges,val_precision_all_inverse_edges,val_recall_all_inverse_edges,val_macro_f1_all_inverse_edges,val_raw_MRR_universal_edges,val_filtered_MRR_universal_edges,val_Hits@1_universal_edges,val_Hits@3_universal_edges,val_Hits@10_universal_edges,val_accuracy_universal_edges,val_precision_universal_edges,val_recall_universal_edges,val_macro_f1_universal_edges
1336,"no_changes,universal_edges,all_inverse_edges",4008,4008,3,0.014911274425685406,0,133,,0.38131383061408997,4.667453506961465,1,0.007714711595326662,1,0.006631527561694384,1,0.03038758412003517,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,"universal_edges,no_changes,all_inverse_edges",4011,4011,3,0.013941072393208742,0,133,,0.38131383061408997,4.686436977935955,1,0.008291084319353104,1,0.006355022545903921,1,0.0271771103143692,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,"all_inverse_edges,universal_edges,no_changes",4014,4014,3,0.01629983043919007,0,133,,0.38131383061408997,4.667333971010521,1,0.007093136198818684,1,0.0061342716217041016,1,0.035672083497047424,,,,,,,,,,,,,,,,,,,,,,,,,,,
1339,"all_inverse_edges,universal_edges,no_changes",4017,4017,3,0.041417761240154505,0,133,,0.38131383061408997,4.672717337030917,1,0.008107532747089863,1,0.0054152668453752995,1,0.11073048412799835,,,,,,,,,,,,,,,,,,,,,,,,,,,
1340,"all_inverse_edges,no_changes,universal_edges",4020,4020,3,0.02018649068971475,1,134,0.37160788973172504,0.38131383061408997,20.15415670000948,1,0.006242917850613594,1,0.005348682403564453,1,0.0489678718149662,0.24681398272514343,0.3680794835090637,0.3333882663150956,0.3848055372445616,0.4278180619644034,0.9885157754598214,0.9515079892745175,0.7283091628213579,0.801940015623456,0.2654927670955658,0.388130247592926,0.35332893869479237,0.39996704021094265,0.4513843111404087,0.9887872090167642,0.960739308039363,0.730547132498352,0.8059494516082153,0.25266414880752563,0.3586139380931854,0.31344759393539884,0.37821357943309164,0.44050758075148316,0.9889293884989724,0.9405346365175336,0.7474159525379038,0.815842851741313
1341,"universal_edges,all_inverse_edges,no_changes",4023,4023,3,0.044368452237298094,0,134,,0.38131383061408997,4.680922616971657,1,0.005913898814469576,1,0.08849220722913742,1,0.03869925066828728,,,,,,,,,,,,,,,,,,,,,,,,,,,
1342,"universal_edges,no_changes,all_inverse_edges",4026,4026,3,0.01997032544265191,0,134,,0.38131383061408997,4.6797597168479115,1,0.005989495664834976,1,0.005288091488182545,1,0.0486333891749382,,,,,,,,,,,,,,,,,,,,,,,,,,,
1343,"universal_edges,all_inverse_edges,no_changes",4029,4029,3,0.11471776803955436,0,134,,0.38131383061408997,4.672972979955375,1,0.28355905413627625,1,0.005124845076352358,1,0.05546940490603447,,,,,,,,,,,,,,,,,,,,,,,,,,,
1344,"no_changes,universal_edges,all_inverse_edges",4032,4032,3,0.04794693769266208,0,134,,0.38131383061408997,4.678858721163124,1,0.005576451309025288,1,0.08340869098901749,1,0.054855670779943466,,,,,,,,,,,,,,,,,,,,,,,,,,,
1345,"no_changes,all_inverse_edges,universal_edges",4035,4035,3,0.018027580032746,0,134,,0.38131383061408997,4.682225282071158,1,0.006506416015326977,1,0.003976077772676945,1,0.04360024631023407,,,,,,,,,,,,,,,,,,,,,,,,,,,
1346,"no_changes,all_inverse_edges,universal_edges",4038,4038,3,0.017558336568375427,0,134,,0.38131383061408997,4.67412692704238,1,0.006311504635959864,1,0.005644662771373987,1,0.040718842297792435,,,,,,,,,,,,,,,,,,,,,,,,,,,
1347,"no_changes,all_inverse_edges,universal_edges",4041,4041,3,0.0445385267958045,0,134,,0.38131383061408997,4.679819249082357,1,0.009933066554367542,1,0.08309666812419891,1,0.040585845708847046,,,,,,,,,,,,,,,,,,,,,,,,,,,
1348,"universal_edges,no_changes,all_inverse_edges",4044,4044,3,0.01669597951695323,0,134,,0.38131383061408997,4.673404814209789,1,0.008976963348686695,1,0.006254693027585745,1,0.03485628217458725,,,,,,,,,,,,,,,,,,,,,,,,,,,
1349,"all_inverse_edges,no_changes,universal_edges",4047,4047,3,0.04930474981665611,0,134,,0.38131383061408997,4.690820010146126,1,0.005665503442287445,1,0.08302725851535797,1,0.05922148749232292,,,,,,,,,,,,,,,,,,,,,,,,,,,
1350,"all_inverse_edges,universal_edges,no_changes",4050,4050,3,0.02674669213593006,1,135,0.37448156873385113,0.38131383061408997,20.13486361806281,1,0.006013101898133755,1,0.006197906099259853,1,0.06802906841039658,0.24949193000793457,0.3702276647090912,0.32976268951878707,0.39106789716545814,0.44034278180619646,0.9887613582018173,0.9532122613445697,0.7342485168094924,0.8075906226535772,0.27137359976768494,0.394864559173584,0.3602504943968359,0.4070533948582729,0.45912986156888597,0.9890327917587602,0.9557477591408939,0.7403625576796309,0.8135188847227657,0.25018617510795593,0.3583524823188782,0.31641397495056034,0.37475280158206986,0.4289716545814107,0.9889552393139194,0.9257629384131745,0.7595418589321028,0.8216966234590255
1351,"no_changes,all_inverse_edges,universal_edges",4053,4053,3,0.03332343169798454,0,135,,0.38131383061408997,4.677804365055636,1,0.005049007944762707,1,0.005581256002187729,1,0.08934003114700317,,,,,,,,,,,,,,,,,,,,,,,,,,,
1352,"no_changes,universal_edges,all_inverse_edges",4056,4056,3,0.024882114802797634,0,135,,0.38131383061408997,4.6744972500018775,1,0.00527029437944293,1,0.004330983851104975,1,0.065045066177845,,,,,,,,,,,,,,,,,,,,,,,,,,,
1353,"universal_edges,no_changes,all_inverse_edges",4059,4059,3,0.021993237547576427,0,135,,0.38131383061408997,4.6868922067806125,1,0.006299903616309166,1,0.004986374638974667,1,0.05469343438744545,,,,,,,,,,,,,,,,,,,,,,,,,,,
1354,"universal_edges,no_changes,all_inverse_edges",4062,4062,3,0.022499402208874624,0,135,,0.38131383061408997,4.673628232907504,1,0.005513263400644064,1,0.005447970703244209,1,0.056536972522735596,,,,,,,,,,,,,,,,,,,,,,,,,,,
1355,"no_changes,all_inverse_edges,universal_edges",4065,4065,3,0.03473215503618121,0,135,,0.38131383061408997,4.690333914943039,1,0.005366637371480465,1,0.005301624070852995,1,0.09352820366621017,,,,,,,,,,,,,,,,,,,,,,,,,,,
1356,"universal_edges,no_changes,all_inverse_edges",4068,4068,3,0.11995034695913394,0,135,,0.38131383061408997,4.680673536844552,1,0.2869698405265808,1,0.0056630754843354225,1,0.0672181248664856,,,,,,,,,,,,,,,,,,,,,,,,,,,
1357,"universal_edges,no_changes,all_inverse_edges",4071,4071,3,0.04884388204663992,0,135,,0.38131383061408997,4.683310353895649,1,0.009654336608946323,1,0.08970372378826141,1,0.04717358574271202,,,,,,,,,,,,,,,,,,,,,,,,,,,
1358,"no_changes,all_inverse_edges,universal_edges",4074,4074,3,0.12641919559488693,0,135,,0.38131383061408997,4.684957766206935,1,0.28121328353881836,1,0.004990910179913044,1,0.09305339306592941,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,"all_inverse_edges,no_changes,universal_edges",4077,4077,3,0.036567370096842446,0,135,,0.38131383061408997,4.689580378122628,1,0.007074880413711071,1,0.0072740959003567696,1,0.0953531339764595,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,"all_inverse_edges,universal_edges,no_changes",4080,4080,3,0.0646449658088386,1,136,0.379149208466212,0.38131383061408997,20.16073771007359,1,0.007353635970503092,1,0.084970623254776,1,0.10161063820123672,0.24640919268131256,0.37364599108695984,0.33668424522083057,0.3927158866183256,0.43457481872116016,0.9888259852391846,0.9356917875533721,0.747847725774555,0.8149712163919454,0.2644096910953522,0.3942731022834778,0.36058009228740934,0.40524060646011867,0.456493078444298,0.9894593302053847,0.9501710058346318,0.7560843770599868,0.8254586778110253,0.25365301966667175,0.36952853202819824,0.32926829268292684,0.3857943309162821,0.4406723796967699,0.9892266728708623,0.9206667350533138,0.7724390243902439,0.8300609681370843
1361,"all_inverse_edges,no_changes,universal_edges",4083,4083,3,0.03354610099146763,0,136,,0.38131383061408997,4.796343986177817,1,0.006927376613020897,1,0.006048326380550861,1,0.08766259998083115,,,,,,,,,,,,,,,,,,,,,,,,,,,
1362,"all_inverse_edges,no_changes,universal_edges",4086,4086,3,0.02614554250612855,0,136,,0.38131383061408997,4.6861756099388,1,0.005699697881937027,1,0.00551756052300334,1,0.06721936911344528,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,"no_changes,universal_edges,all_inverse_edges",4089,4089,3,0.14422015271460017,0,136,,0.38131383061408997,4.679929826874286,1,0.2853025794029236,1,0.0054173595272004604,1,0.14194051921367645,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,"no_changes,all_inverse_edges,universal_edges",4092,4092,3,0.13788154845436415,0,136,,0.38131383061408997,4.684090679977089,1,0.27670472860336304,1,0.08521050214767456,1,0.051729414612054825,,,,,,,,,,,,,,,,,,,,,,,,,,,
1365,"all_inverse_edges,no_changes,universal_edges",4095,4095,3,0.018460177661230166,0,136,,0.38131383061408997,4.684348538052291,1,0.007887153886258602,1,0.0060974243097007275,1,0.04139595478773117,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,"universal_edges,no_changes,all_inverse_edges",4098,4098,3,0.04417378812407454,0,136,,0.38131383061408997,4.693353320937604,1,0.005797643214464188,1,0.006594240199774504,1,0.12012948095798492,,,,,,,,,,,,,,,,,,,,,,,,,,,
1367,"universal_edges,all_inverse_edges,no_changes",4101,4101,3,0.014718285761773586,0,136,,0.38131383061408997,4.686458779964596,1,0.006130782887339592,1,0.005084390752017498,1,0.03293968364596367,,,,,,,,,,,,,,,,,,,,,,,,,,,
1368,"no_changes,universal_edges,all_inverse_edges",4104,4104,3,0.1324956032137076,0,136,,0.38131383061408997,4.675521129975095,1,0.2759084403514862,1,0.08126663416624069,1,0.04031173512339592,,,,,,,,,,,,,,,,,,,,,,,,,,,
1369,"no_changes,all_inverse_edges,universal_edges",4107,4107,3,0.017043631989508867,0,136,,0.38131383061408997,4.69368562893942,1,0.006163219455629587,1,0.004946607165038586,1,0.04002106934785843,,,,,,,,,,,,,,,,,,,,,,,,,,,
1370,"all_inverse_edges,no_changes,universal_edges",4110,4110,3,0.13092899198333421,1,137,0.3762533863385518,0.38131383061408997,20.193346550920978,1,0.2753669023513794,1,0.07886312901973724,1,0.03855694457888603,0.2482004463672638,0.3691721558570862,0.3300922874093606,0.3892551087673039,0.43836519446275546,0.988573939793452,0.9509904395069462,0.7302768622280817,0.8035805486453311,0.26703792810440063,0.3940894901752472,0.3597560975609756,0.40359261700725113,0.45715227422544497,0.9890004782400765,0.9599134537463044,0.7369545154911008,0.8114820359199568,0.25323960185050964,0.36549851298332214,0.32580751483190507,0.3800263678312459,0.43243243243243246,0.9889875528326031,0.9392735561388339,0.7500296638101516,0.8176844134511163
1371,"all_inverse_edges,universal_edges,no_changes",4113,4113,3,0.10218496418868502,0,137,,0.38131383061408997,4.698706468101591,1,0.26906776428222656,1,0.004315996076911688,1,0.03317113220691681,,,,,,,,,,,,,,,,,,,,,,,,,,,
1372,"all_inverse_edges,universal_edges,no_changes",4116,4116,3,0.014081382503112158,0,137,,0.38131383061408997,4.679812147980556,1,0.0060409135185182095,1,0.004691089037805796,1,0.031512144953012466,,,,,,,,,,,,,,,,,,,,,,,,,,,
1373,"universal_edges,no_changes,all_inverse_edges",4119,4119,3,0.1260620504617691,0,137,,0.38131383061408997,4.68725007516332,1,0.2699969410896301,1,0.07895482331514359,1,0.0292343869805336,,,,,,,,,,,,,,,,,,,,,,,,,,,
1374,"universal_edges,all_inverse_edges,no_changes",4122,4122,3,0.01390354506050547,0,137,,0.38131383061408997,4.676948795095086,1,0.005299778189510107,1,0.004829693585634232,1,0.03158116340637207,,,,,,,,,,,,,,,,,,,,,,,,,,,
1375,"universal_edges,no_changes,all_inverse_edges",4125,4125,3,0.013735569703082243,0,137,,0.38131383061408997,4.669907123083249,1,0.005308676511049271,1,0.004690461792051792,1,0.031207570806145668,,,,,,,,,,,,,,,,,,,,,,,,,,,
1376,"no_changes,all_inverse_edges,universal_edges",4128,4128,3,0.016585041613628466,0,137,,0.38131383061408997,4.671669494127855,1,0.004404671024531126,1,0.004395465366542339,1,0.040954988449811935,,,,,,,,,,,,,,,,,,,,,,,,,,,
1377,"universal_edges,all_inverse_edges,no_changes",4131,4131,3,0.014636481646448374,0,137,,0.38131383061408997,4.6809389849659055,1,0.005481280852109194,1,0.004749770276248455,1,0.03367839381098747,,,,,,,,,,,,,,,,,,,,,,,,,,,
1378,"no_changes,universal_edges,all_inverse_edges",4134,4134,3,0.1327114263549447,0,137,,0.38131383061408997,4.67881381791085,1,0.2759537696838379,1,0.004843193106353283,1,0.11733731627464294,,,,,,,,,,,,,,,,,,,,,,,,,,,
1379,"no_changes,universal_edges,all_inverse_edges",4137,4137,3,0.01703820750117302,0,137,,0.38131383061408997,4.678679910954088,1,0.0056274570524692535,1,0.005658484995365143,1,0.03982868045568466,,,,,,,,,,,,,,,,,,,,,,,,,,,
1380,"all_inverse_edges,no_changes,universal_edges",4140,4140,3,0.04190092099209627,1,138,0.3742141127586365,0.38131383061408997,20.171536125941202,1,0.00651213526725769,1,0.006296465173363686,1,0.11289416253566742,0.2507023811340332,0.372819721698761,0.3365194462755438,0.3907382992748846,0.4378707976268952,0.9886579549420296,0.9637255426948007,0.7253131179960448,0.8018189090563169,0.26804688572883606,0.3927314579486847,0.35761371127224784,0.4040870138431114,0.456493078444298,0.9888453733503949,0.9707362200103469,0.7267007251153592,0.8045364519025573,0.2508760690689087,0.35709115862846375,0.31690837178642056,0.3724456163480554,0.4289716545814107,0.9888453733503949,0.9525505090058715,0.7370369149637442,0.80988620630508
1381,"all_inverse_edges,no_changes,universal_edges",4143,4143,3,0.015873196069151163,0,138,,0.38131383061408997,4.683863000944257,1,0.007030666805803776,1,0.005695747677236795,1,0.03489317372441292,,,,,,,,,,,,,,,,,,,,,,,,,,,
1382,"universal_edges,all_inverse_edges,no_changes",4146,4146,3,0.014433235550920168,0,138,,0.38131383061408997,4.676887444918975,1,0.006806201301515102,1,0.005880243144929409,1,0.030613262206315994,,,,,,,,,,,,,,,,,,,,,,,,,,,
1383,"universal_edges,no_changes,all_inverse_edges",4149,4149,3,0.03958757547661662,0,138,,0.38131383061408997,4.667109332047403,1,0.005359068978577852,1,0.08296513557434082,1,0.03043852187693119,,,,,,,,,,,,,,,,,,,,,,,,,,,
1384,"universal_edges,all_inverse_edges,no_changes",4152,4152,3,0.01385440087566773,0,138,,0.38131383061408997,4.6838966361247,1,0.004967784509062767,1,0.005027743987739086,1,0.03156767413020134,,,,,,,,,,,,,,,,,,,,,,,,,,,
1385,"all_inverse_edges,no_changes,universal_edges",4155,4155,3,0.01733534038066864,0,138,,0.38131383061408997,4.668412550119683,1,0.00530904671177268,1,0.004514815751463175,1,0.042182158678770065,,,,,,,,,,,,,,,,,,,,,,,,,,,
1386,"universal_edges,all_inverse_edges,no_changes",4158,4158,3,0.01394605233023564,0,138,,0.38131383061408997,4.681596472160891,1,0.00556491082534194,1,0.004419294651597738,1,0.03185395151376724,,,,,,,,,,,,,,,,,,,,,,,,,,,
1387,"universal_edges,all_inverse_edges,no_changes",4161,4161,3,0.01596083988746007,0,138,,0.38131383061408997,4.671606376999989,1,0.005200487095862627,1,0.003913819324225187,1,0.038768213242292404,,,,,,,,,,,,,,,,,,,,,,,,,,,
1388,"all_inverse_edges,no_changes,universal_edges",4164,4164,3,0.04305362173666557,0,138,,0.38131383061408997,4.677510959096253,1,0.005076417699456215,1,0.0042230309918522835,1,0.1198614165186882,,,,,,,,,,,,,,,,,,,,,,,,,,,
1389,"no_changes,all_inverse_edges,universal_edges",4167,4167,3,0.12930672569200397,0,138,,0.38131383061408997,4.675199632998556,1,0.27496758103370667,1,0.004216453526169062,1,0.10873614251613617,,,,,,,,,,,,,,,,,,,,,,,,,,,
1390,"universal_edges,no_changes,all_inverse_edges",4170,4170,3,0.04360506512845556,1,139,0.37651270627975464,0.38131383061408997,20.177738005062565,1,0.00609212601557374,1,0.080770343542099,1,0.04395272582769394,0.24687460064888,0.3706988990306854,0.3343770599868161,0.3897495056031641,0.43441001977587346,0.9888582987578683,0.960177066579734,0.7328444297956493,0.8078888275570961,0.2646811008453369,0.3910185694694519,0.3551417270929466,0.4050758075148319,0.45781147000659195,0.9890457171662337,0.965712968023057,0.7348780487804878,0.8109158909848212,0.25785505771636963,0.3678206503391266,0.3256427158866183,0.3862887277521424,0.44232036914963746,0.9890586425737071,0.9482784141550631,0.7458668424522082,0.8164624358921287
1391,"no_changes,all_inverse_edges,universal_edges",4173,4173,3,0.14071245739857355,0,139,,0.38131383061408997,4.68424804485403,1,0.27370980381965637,1,0.0811895877122879,1,0.0672379806637764,,,,,,,,,,,,,,,,,,,,,,,,,,,
1392,"universal_edges,no_changes,all_inverse_edges",4176,4176,3,0.03978515990699331,0,139,,0.38131383061408997,4.67829475319013,1,0.006175747606903315,1,0.07923713326454163,1,0.03394259884953499,,,,,,,,,,,,,,,,,,,,,,,,,,,
1393,"no_changes,universal_edges,all_inverse_edges",4179,4179,3,0.05377372292180856,0,139,,0.38131383061408997,4.686931985896081,1,0.005965342279523611,1,0.003961444366723299,1,0.15139438211917877,,,,,,,,,,,,,,,,,,,,,,,,,,,
1394,"universal_edges,no_changes,all_inverse_edges",4182,4182,3,0.036343447864055634,0,139,,0.38131383061408997,4.673719985876232,1,0.007428360637277365,1,0.004640134517103434,1,0.0969618484377861,,,,,,,,,,,,,,,,,,,,,,,,,,,
1395,"all_inverse_edges,no_changes,universal_edges",4185,4185,3,0.1865033513555924,0,139,,0.38131383061408997,4.68092546495609,1,0.2851557433605194,1,0.004892291501164436,1,0.2694620192050934,,,,,,,,,,,,,,,,,,,,,,,,,,,
1396,"all_inverse_edges,universal_edges,no_changes",4188,4188,3,0.3213424688826005,0,139,,0.38131383061408997,4.6854250899050385,1,0.2968011200428009,1,0.009616823866963387,1,0.6576094627380371,,,,,,,,,,,,,,,,,,,,,,,,,,,
1397,"universal_edges,all_inverse_edges,no_changes",4191,4191,3,0.29876558886220056,0,139,,0.38131383061408997,4.664033178938553,1,0.013101744465529919,1,0.009832361713051796,1,0.87336266040802,,,,,,,,,,,,,,,,,,,,,,,,,,,
1398,"universal_edges,no_changes,all_inverse_edges",4194,4194,3,0.174071221301953,0,139,,0.38131383061408997,4.682061650091782,1,0.02547312155365944,1,0.031809352338314056,1,0.4649311900138855,,,,,,,,,,,,,,,,,,,,,,,,,,,
1399,"all_inverse_edges,no_changes,universal_edges",4197,4197,3,0.15997173637151718,0,139,,0.38131383061408997,4.677468548063189,1,0.06879869848489761,1,0.14411136507987976,1,0.26700514554977417,,,,,,,,,,,,,,,,,,,,,,,,,,,
1400,"all_inverse_edges,no_changes,universal_edges",4200,4200,3,0.14299815396467844,1,140,0.3288529614607493,0.38131383061408997,20.176127415150404,1,0.03485238552093506,1,0.18875300884246826,1,0.20538906753063202,0.23557357490062714,0.34498274326324463,0.3032300593276203,0.3676664469347396,0.41727092946605143,0.9871844584900539,0.8917545287613649,0.732636783124588,0.7910826879685936,0.2521936297416687,0.37506112456321716,0.3429466051417271,0.38810151615029664,0.43160843770599866,0.9877079374927294,0.9137281769699797,0.7303197099538563,0.7948829102176367,0.2073798030614853,0.26651501655578613,0.21852340145023072,0.29680290046143704,0.3488793671720501,0.980663590419688,0.7484597717228056,0.7344792353328939,0.7412546002768077
1401,"all_inverse_edges,no_changes,universal_edges",4203,4203,3,0.09028140952189763,0,140,,0.38131383061408997,4.683304558973759,1,0.023786328732967377,1,0.13361899554729462,1,0.11343890428543091,,,,,,,,,,,,,,,,,,,,,,,,,,,
1402,"universal_edges,all_inverse_edges,no_changes",4206,4206,3,0.22998976769546667,0,140,,0.38131383061408997,4.673851993167773,1,0.31547442078590393,1,0.017313243821263313,1,0.3571816384792328,,,,,,,,,,,,,,,,,,,,,,,,,,,
1403,"all_inverse_edges,universal_edges,no_changes",4209,4209,3,0.044390313948194184,0,140,,0.38131383061408997,4.679400102002546,1,0.014538152143359184,1,0.014305640012025833,1,0.10432714968919754,,,,,,,,,,,,,,,,,,,,,,,,,,,
1404,"no_changes,universal_edges,all_inverse_edges",4212,4212,3,0.04041603393852711,0,140,,0.38131383061408997,4.67760331206955,1,0.012737499549984932,1,0.015786807984113693,1,0.0927237942814827,,,,,,,,,,,,,,,,,,,,,,,,,,,
1405,"no_changes,universal_edges,all_inverse_edges",4215,4215,3,0.13247635308653116,0,140,,0.38131383061408997,4.6730761509388685,1,0.30552375316619873,1,0.015248986892402172,1,0.07665631920099258,,,,,,,,,,,,,,,,,,,,,,,,,,,
1406,"all_inverse_edges,universal_edges,no_changes",4218,4218,3,0.031497676856815815,0,140,,0.38131383061408997,4.671024477807805,1,0.013997544534504414,1,0.015199678018689156,1,0.06529580801725388,,,,,,,,,,,,,,,,,,,,,,,,,,,
1407,"universal_edges,all_inverse_edges,no_changes",4221,4221,3,0.11980277082572381,0,140,,0.38131383061408997,4.680618718964979,1,0.293239027261734,1,0.010352523066103458,1,0.055816762149333954,,,,,,,,,,,,,,,,,,,,,,,,,,,
1408,"no_changes,all_inverse_edges,universal_edges",4224,4224,3,0.027902820458014805,0,140,,0.38131383061408997,4.677296228008345,1,0.01050063781440258,1,0.016267387196421623,1,0.056940436363220215,,,,,,,,,,,,,,,,,,,,,,,,,,,
1409,"all_inverse_edges,universal_edges,no_changes",4227,4227,3,0.023583293271561463,0,140,,0.38131383061408997,4.66900694090873,1,0.009318205527961254,1,0.009497387334704399,1,0.05193428695201874,,,,,,,,,,,,,,,,,,,,,,,,,,,
1410,"universal_edges,all_inverse_edges,no_changes",4230,4230,3,0.028967302292585373,1,141,0.3575011193752289,0.38131383061408997,20.161364618921652,1,0.00884445384144783,1,0.028952516615390778,1,0.04910493642091751,0.24634557962417603,0.35719841718673706,0.31443638760711934,0.38167435728411336,0.4268292682926829,0.9884059094962969,0.9329136367159065,0.7372972972972973,0.8054721586111975,0.2619582414627075,0.37444236874580383,0.3338826631509558,0.39337508239947266,0.44133157547791696,0.9889293884989724,0.9405346365175336,0.7474159525379038,0.815842851741313,0.24557603895664215,0.34086257219314575,0.2870797626895188,0.36750164798945284,0.43358602504943966,0.9888195225354479,0.9241143030028276,0.7567270929466051,0.8190301737131944
1411,"all_inverse_edges,no_changes,universal_edges",4233,4233,3,0.12069060808668534,0,141,,0.38131383061408997,4.69100929191336,1,0.29702460765838623,1,0.013641380704939365,1,0.05140583589673042,,,,,,,,,,,,,,,,,,,,,,,,,,,
1412,"universal_edges,no_changes,all_inverse_edges",4236,4236,3,0.02059505693614483,0,141,,0.38131383061408997,4.679954436141998,1,0.00892968662083149,1,0.00944441556930542,1,0.04341106861829758,,,,,,,,,,,,,,,,,,,,,,,,,,,
1413,"all_inverse_edges,no_changes,universal_edges",4239,4239,3,0.0593856256455183,0,141,,0.38131383061408997,4.688689767150208,1,0.007927143946290016,1,0.10239998996257782,1,0.06782974302768707,,,,,,,,,,,,,,,,,,,,,,,,,,,
1414,"universal_edges,all_inverse_edges,no_changes",4242,4242,3,0.021936421903471153,0,141,,0.38131383061408997,4.679499237798154,1,0.00785280391573906,1,0.008567002601921558,1,0.04938945919275284,,,,,,,,,,,,,,,,,,,,,,,,,,,
1415,"all_inverse_edges,no_changes,universal_edges",4245,4245,3,0.05454029639561971,0,141,,0.38131383061408997,4.694586683996022,1,0.007229761220514774,1,0.005648731254041195,1,0.15074239671230316,,,,,,,,,,,,,,,,,,,,,,,,,,,
1416,"all_inverse_edges,no_changes,universal_edges",4248,4248,3,0.06705715507268906,0,141,,0.38131383061408997,4.676190088968724,1,0.007519640028476715,1,0.006911292672157288,1,0.18674053251743317,,,,,,,,,,,,,,,,,,,,,,,,,,,
1417,"universal_edges,all_inverse_edges,no_changes",4251,4251,3,0.06931849615648389,0,141,,0.38131383061408997,4.68077430408448,1,0.007365850266069174,1,0.0096384696662426,1,0.1909511685371399,,,,,,,,,,,,,,,,,,,,,,,,,,,
1418,"no_changes,all_inverse_edges,universal_edges",4254,4254,3,0.06252838267634313,0,141,,0.38131383061408997,4.67562142200768,1,0.00800048653036356,1,0.007792169228196144,1,0.17179249227046967,,,,,,,,,,,,,,,,,,,,,,,,,,,
1419,"all_inverse_edges,no_changes,universal_edges",4257,4257,3,0.09230470362429817,0,141,,0.38131383061408997,4.658415211131796,1,0.006828239653259516,1,0.11144505441188812,1,0.1586408168077469,,,,,,,,,,,,,,,,,,,,,,,,,,,
1420,"universal_edges,all_inverse_edges,no_changes",4260,4260,3,0.034107915591448545,1,142,0.3532480498154958,0.38131383061408997,20.129564354894683,1,0.0069815353490412235,1,0.007995225489139557,1,0.08734698593616486,0.24401408433914185,0.3582663834095001,0.31394199077125906,0.38348714568226766,0.4339156229400132,0.9889358512027092,0.928594728746134,0.7566249176005273,0.82018426235076,0.2606980502605438,0.3792135715484619,0.33882663150955833,0.39551746868820037,0.45187870797626895,0.9894981064278051,0.9381721428641767,0.7659558338826631,0.8301859509617846,0.22981341183185577,0.3222641944885254,0.2595583388266315,0.3612392880685564,0.4255108767303889,0.9887161192756602,0.8978100765366442,0.7791232696110746,0.8276167271882242
1421,"all_inverse_edges,universal_edges,no_changes",4263,4263,3,0.02469623399277528,0,142,,0.38131383061408997,4.688353705918416,1,0.007431051693856716,1,0.008098430000245571,1,0.058559220284223557,,,,,,,,,,,,,,,,,,,,,,,,,,,
1422,"universal_edges,all_inverse_edges,no_changes",4266,4266,3,0.021128766238689423,0,142,,0.38131383061408997,4.673970821080729,1,0.007233468350023031,1,0.006662415806204081,1,0.049490414559841156,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423,"universal_edges,all_inverse_edges,no_changes",4269,4269,3,0.049790289563437305,0,142,,0.38131383061408997,4.66956580709666,1,0.006031186319887638,1,0.004991490393877029,1,0.13834819197654724,,,,,,,,,,,,,,,,,,,,,,,,,,,
1424,"all_inverse_edges,no_changes,universal_edges",4272,4272,3,0.021055056247860193,0,142,,0.38131383061408997,4.672893825918436,1,0.006414801813662052,1,0.005780267063528299,1,0.05097009986639023,,,,,,,,,,,,,,,,,,,,,,,,,,,
1425,"universal_edges,no_changes,all_inverse_edges",4275,4275,3,0.04589565781255563,0,142,,0.38131383061408997,4.671873889164999,1,0.00590285612270236,1,0.004930681083351374,1,0.12685343623161316,,,,,,,,,,,,,,,,,,,,,,,,,,,
1426,"all_inverse_edges,no_changes,universal_edges",4278,4278,3,0.01802132356291016,0,142,,0.38131383061408997,4.68349377787672,1,0.005648716352880001,1,0.004953294526785612,1,0.043461959809064865,,,,,,,,,,,,,,,,,,,,,,,,,,,
1427,"all_inverse_edges,universal_edges,no_changes",4281,4281,3,0.016039539594203234,0,142,,0.38131383061408997,4.675643319031224,1,0.0064280652441084385,1,0.00427944865077734,1,0.03741110488772392,,,,,,,,,,,,,,,,,,,,,,,,,,,
1428,"no_changes,all_inverse_edges,universal_edges",4284,4284,3,0.10891126794740558,0,142,,0.38131383061408997,4.67145473905839,1,0.28397172689437866,1,0.004830254707485437,1,0.03793182224035263,,,,,,,,,,,,,,,,,,,,,,,,,,,
